GameDate_2012,Name_2012,UID_2012,NationID_2012,Born_2012,Age_2012,IntCaps_2012,IntGoals_2012,U21Caps_2012,U21Goals_2012,WorldReputation_2012,HomeReputation_2012,CurrentReputation_2012,PA_2012,CA_2012,Price_2012,Height_2012,Weight_2012,PositionsString_2012,GK.AerialAbility_2012,GK.CommandOfArea_2012,GK.Communication_2012,GK.Eccentricity_2012,GK.Handling_2012,GK.Kicking_2012,GK.OneOnOnes_2012,GK.Reflexes_2012,GK.RushingOut_2012,GK.TendencyToPunch_2012,GK.Throwing_2012,Tech.Corners_2012,Tech.Crossing_2012,Tech.Dribbling_2012,Tech.Finishing_2012,Tech.FirstTouch_2012, Tech.Freekicks_2012,Tech.Heading_2012,Tech.LongShots_2012,Tech.Longthrows_2012,Tech.Marking_2012,Tech.Passing_2012,Tech.PenaltyTaking_2012, Tech.Tackling_2012,Tech.Technique_2012,Mental.Aggression_2012,Mental.Anticipation_2012,Mental.Bravery_2012,Mental.Composure_2012,Mental.Concentration_2012,Mental.Vision_2012,Mental.Decisions_2012,Mental.Determination_2012,Mental.Flair_2012,Mental.Leadership_2012, Mental.OffTheBall_2012,Mental.Positioning_2012,Mental.Teamwork_2012,Mental.Workrate_2012,Phy.Acceleration_2012,Phy.Agility_2012,Phy.Balance_2012,Phy.Jumping_2012,Phy.LeftFoot_2012,Phy.NaturalFitness_2012,Phy.Pace_2012,Phy.RightFoot_2012,Phy.Stamina_2012,Phy.Strength_2012, Hidden.Consistency_2012,Hidden.Dirtiness_2012,Hidden.ImportantMatches_2012,Hidden.InjuryProness_2012,Hidden.Versatility_2012,Personality.Adaptability_2012,Personality.Ambition_2012,Personality.Loyalty_2012,Personality.Pressure_2012,Personality.Professional_2012,Personality.Sportsmanship_2012,Personality.Temperament_2012,Personality.Controversy_2012,Positions.Defender_2012,Positions.WingBack_2012,Positions.Midfielder_2012,Positions.AttackingMidfielder_2012,Positions.Right_2012,Positions.Left_2012,Positions.Centre_2012,Positions.PositionsDesc_2012,Positions.PositionsDescVal_2012,Positions.Goalkeeper_2012,Positions.Sweeper_2012,Positions.Striker_2012,Positions.AttackingMidCentral_2012,Positions.AttackingMidLeft_2012,Positions.AttackingMidRight_2012,Positions.DefenderCentral_2012,Positions.DefenderLeft_2012, Positions.DefenderRight_2012,Positions.DefensiveMidfielder_2012,Positions.MidfielderCentral_2012,Positions.MidfielderLeft_2012,Positions.MidfielderRight_2012,Positions.WingBackLeft_2012,Positions.WingBackRight_2012,PPMVal_2012,PPM0_2012,PPM1_2012,PPM2_2012,PPM3_2012,PPM4_2012,PPM5_2012,PPM6_2012,PPM7_2012,PPM8_2012,PPM9_2012,PPM10_2012,PPM11_2012,PPM12_2012,PPM13_2012,PPM14_2012,PPM15_2012,PPM16_2012,PPM17_2012,PPM18_2012,PPM19_2012,PPM20_2012,PPM21_2012,PPM22_2012,PPM23_2012,PPM24_2012,PPM25_2012,PPM26_2012,PPM27_2012,PPM28_2012,PPM29_2012,PPM30_2012,PPM31_2012,PPM32_2012,PPM33_2012,PPM34_2012,PPM35_2012,PPM36_2012,PPM37_2012,PPM38_2012,PPM39_2012,PPM40_2012,PPM41_2012,PPM42_2012,PPM43_2012,PPM44_2012,PPM45_2012,PPM46_2012,PPM47_2012,name_2012,Market Value_2012,age_2012,height_2012,position_2012,foot_2012,current club_2012,10/11 games_2012,10/11 goals/conceded_2012,10/11 assists/clean_2012,10/11 minutes_2012,11/12 games_2012,11/12 goals/conceded_2012,11/12 assists/clean_2012,11/12 minutes_2012,12/13 games_2012,12/13 goals/conceded_2012,12/13 assists/clean_2012,12/13 minutes_2012,13/14 games_2012,13/14 goals/conceded_2012,13/14 assists/clean_2012,13/14 minutes_2012,14/15 games_2012,14/15 goals/conceded_2012,14/15 assists/clean_2012,14/15 minutes_2012,15/16 games_2012,15/16 goals/conceded_2012,15/16 assists/clean_2012,15/16 minutes_2012,16/17 games_2012,16/17 goals/conceded_2012,16/17 assists/clean_2012,16/17 minutes_2012,17/18 games_2012,17/18 goals/conceded_2012,17/18 assists/clean_2012,17/18 minutes_2012,18/19 games_2012,18/19 goals/conceded_2012,18/19 assists/clean_2012,18/19 minutes_2012,current league_2012,19/20 games_2012,19/20 goals/conceded_2012,19/20 assists/clean_2012,19/20 minutes_2012,20/21 games_2012,20/21 goals/conceded_2012,20/21 assists/clean_2012,20/21 minutes_2012,GameDate_2011,Name_2011,UID_2011,NationID_2011,Born_2011,Age_2011,IntCaps_2011,IntGoals_2011,U21Caps_2011,U21Goals_2011,WorldReputation_2011,HomeReputation_2011,CurrentReputation_2011,PA_2011,CA_2011,Price_2011,Height_2011,Weight_2011,PositionsString_2011,GK.AerialAbility_2011,GK.CommandOfArea_2011,GK.Communication_2011,GK.Eccentricity_2011,GK.Handling_2011,GK.Kicking_2011,GK.OneOnOnes_2011,GK.Reflexes_2011,GK.RushingOut_2011,GK.TendencyToPunch_2011,GK.Throwing_2011,Tech.Corners_2011,Tech.Crossing_2011,Tech.Dribbling_2011,Tech.Finishing_2011,Tech.FirstTouch_2011,Tech.Freekicks_2011,Tech.Heading_2011,Tech.LongShots_2011,Tech.Longthrows_2011,Tech.Marking_2011,Tech.Passing_2011,Tech.PenaltyTaking_2011,Tech.Tackling_2011,Tech.Technique_2011,Mental.Aggression_2011,Mental.Anticipation_2011,Mental.Bravery_2011,Mental.Composure_2011,Mental.Concentration_2011,Mental.Vision_2011,Mental.Decisions_2011,Mental.Determination_2011,Mental.Flair_2011,Mental.Leadership_2011,Mental.OffTheBall_2011,Mental.Positioning_2011,Mental.Teamwork_2011,Mental.Workrate_2011,Phy.Acceleration_2011,Phy.Agility_2011,Phy.Balance_2011,Phy.Jumping_2011,Phy.LeftFoot_2011,Phy.NaturalFitness_2011,Phy.Pace_2011,Phy.RightFoot_2011,Phy.Stamina_2011,Phy.Strength_2011,Hidden.Consistency_2011,Hidden.Dirtiness_2011,Hidden.ImportantMatches_2011,Hidden.InjuryProness_2011,Hidden.Versatility_2011,Personality.Adaptability_2011,Personality.Ambition_2011,Personality.Loyalty_2011,Personality.Pressure_2011,Personality.Professional_2011,Personality.Sportsmanship_2011,Personality.Temperament_2011,Personality.Controversy_2011,name_2011,Market Value_2011,current league_2011
19/6/2011,Lenny Nangis,85043913,769,3/24/1994,17,0,0,0,0,1255,4184,2558,159,93,1042279,174,71,S R,1,2,3,1,3,2,2,2,2,1,2,6,10,12,10,10,7,5,9,5,1,8,10,2,12,8,8,9,11,8,8,7,14,13,5,13,4,7,11,16,14,11,7,5,15,14,20,11,9,13,8,14,5,7,18,14,13,14,14,15,15,5,1,1,15,15,15,10,1,S R,602,1,1,20,1,10,15,1,1,1,1,1,10,15,1,1,18.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lenny Nangis,Â£720Th. ,26.0,172.0,Forward - Left Winger,right,RWD Molenbeek,nan,nan,nan,nan,14.0,1.0,0.0,766.0,8.0,1.0,0.0,386.0,24.0,2.0,1.0,1242.0,37.0,4.0,4.0,2414.0,17.0,0.0,3.0,736.0,32.0,0.0,2.0,1525.0,22.0,0.0,4.0,1099.0,29.0,1.0,3.0,1790.0,Ligue 1,nan,nan,nan,nan,5.0,0.0,0.0,431.0
19/6/2011,Julian Draxler,92030193,771,9/20/1993,17,0,0,0,0,4750,6750,6750,134,125,9389919,183,68,AM RLC,1,2,3,1,1,2,3,5,2,3,2,11,13,12,13,17,10,5,15,8,5,15,10,6,16,8,14,7,7,8,14,11,8,15,5,13,5,10,13,11,10,9,10,18,11,14,20,11,7,10,5,14,4,14,7,13,11,9,11,6,17,12,1,1,12,20,17,18,20,AM RLC,506,1,1,1,20,18,17,1,1,1,1,12,1,1,1,1,4504150000000000.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Julian Draxler,Â£9.90m ,27.0,187.0,Midfielder - Attacking Midfield,right,Paris Saint-Germain,36.0,12.0,2.0,1810.0,46.0,5.0,9.0,2779.0,39.0,13.0,7.0,2762.0,38.0,6.0,10.0,3101.0,19.0,2.0,2.0,1068.0,35.0,9.0,8.0,2584.0,39.0,10.0,5.0,2721.0,47.0,5.0,10.0,2630.0,46.0,5.0,12.0,2977.0,Bundesliga,22.0,0.0,7.0,1194.0,6.0,2.0,0.0,400.0
19/6/2011,Ibrahima Tandia,85028025,769,7/12/1993,17,0,0,0,0,1345,4544,2691,131,101,1060038,169,65,AM RL,2,3,2,1,3,3,1,1,2,1,1,8,10,14,8,12,6,6,8,5,1,9,11,3,14,6,10,7,12,9,9,9,10,14,5,11,5,8,11,16,14,9,5,5,12,15,20,11,6,13,6,9,6,8,11,6,8,13,8,13,11,13,1,1,12,20,16,20,14,AM RL,505,1,1,10,14,20,16,1,1,1,1,10,12,12,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ibrahima Tandia,Â£360Th. ,27.0,171.0,Forward - Left Winger,right,Al-Hazm,nan,nan,nan,nan,3.0,0.0,0.0,124.0,nan,nan,nan,nan,nan,nan,nan,nan,22.0,3.0,3.0,1168.0,30.0,5.0,1.0,1414.0,9.0,0.0,0.0,345.0,23.0,5.0,2.0,1662.0,34.0,11.0,5.0,3002.0,Ligue 1,27.0,3.0,1.0,1621.0,nan,nan,nan,nan
19/6/2011,Ryo Miyaichi,28060849,116,12/14/1992,18,0,0,0,0,3266,5552,5788,146,122,20428192,180,71,AM RL,1,2,3,2,3,2,3,5,2,2,1,7,10,15,10,13,8,7,7,9,3,11,9,3,13,8,11,13,9,9,13,9,8,16,5,14,4,12,11,15,14,10,7,12,10,15,20,11,5,11,15,7,13,10,15,9,17,14,6,9,14,5,1,1,9,20,19,20,1,AM RL,505,1,1,1,1,20,19,1,1,1,1,1,9,1,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ryo Miyaichi,Â£2.70m ,27.0,183.0,Forward - Right Winger,right,FC St. Pauli,12.0,3.0,5.0,1030.0,24.0,2.0,4.0,1457.0,7.0,0.0,1.0,182.0,11.0,1.0,1.0,720.0,25.0,3.0,1.0,1730.0,5.0,2.0,1.0,114.0,20.0,0.0,1.0,804.0,1.0,0.0,0.0,13.0,29.0,5.0,1.0,1721.0,Premier League,30.0,1.0,7.0,2634.0,nan,nan,nan,nan
19/6/2011,Pablo HervÃ­as,67115983,796,3/8/1993,18,0,0,0,0,1750,4150,4150,119,90,235491,167,66,M/AM RC,3,2,3,3,3,1,2,3,3,3,2,12,12,12,9,8,10,7,11,2,1,11,10,4,14,8,9,8,9,10,12,11,12,14,9,12,3,10,4,14,10,9,6,10,12,13,20,11,10,11,6,9,9,13,8,14,6,9,6,11,10,7,1,1,16,20,20,13,18,M/AM RC,523,1,1,4,18,13,20,1,1,1,4,16,13,14,1,1,4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
19/6/2011,Moritz Leitner,16020473,771,12/8/1992,18,0,0,0,0,3150,6000,6000,139,120,18181818,174,65,M/AM RLC,1,2,2,1,3,1,2,4,3,3,2,9,13,14,7,13,13,5,13,2,5,14,6,5,14,9,10,14,11,11,13,11,12,13,4,13,4,13,14,14,16,8,7,15,12,13,20,10,7,8,3,8,4,17,9,14,11,9,13,12,13,9,1,1,19,20,18,18,20,M/AM RLC,526,1,1,1,20,16,16,1,1,1,12,19,18,18,1,1,268435456.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Moritz Leitner,Â£3.60m ,27.0,174.0,Midfielder - Central Midfield,right,Norwich City,27.0,0.0,5.0,1318.0,25.0,0.0,3.0,998.0,31.0,0.0,3.0,1222.0,24.0,1.0,2.0,1751.0,21.0,1.0,2.0,1208.0,21.0,3.0,6.0,1087.0,8.0,0.0,0.0,248.0,12.0,0.0,0.0,863.0,31.0,2.0,2.0,1802.0,Bundesliga,10.0,0.0,0.0,805.0,1.0,0.0,0.0,45.0
19/6/2011,Markus Mendler,91100204,771,1/7/1993,18,0,0,0,0,4527,5935,6036,146,118,2085958,173,67,M/AM RLC,2,1,2,2,1,2,3,2,3,3,1,11,12,13,7,12,6,5,11,5,9,11,10,11,12,16,11,8,9,12,14,6,8,9,12,10,7,14,13,13,12,12,6,20,18,13,12,13,9,10,10,10,10,10,10,8,12,6,12,17,17,12,1,1,18,20,20,18,18,M/AM RLC,526,1,1,1,16,18,20,1,1,1,1,18,14,16,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Markus Mendler,Â£720Th. ,27.0,173.0,Forward - Left Winger,left,1.FC SaarbrÃ¼cken,25.0,5.0,1.0,1740.0,17.0,2.0,1.0,1002.0,11.0,4.0,0.0,855.0,11.0,0.0,0.0,711.0,20.0,3.0,0.0,876.0,30.0,4.0,1.0,1611.0,23.0,4.0,5.0,1184.0,32.0,12.0,18.0,2233.0,34.0,9.0,11.0,2196.0,Bundesliga,28.0,9.0,5.0,1679.0,4.0,2.0,0.0,114.0
19/6/2011,Luc Castaignos,37005404,784,9/27/1992,18,0,0,0,0,5034,6142,5790,162,115,2889247,188,78,AM/S R,3,3,2,3,3,1,1,2,3,3,1,10,7,9,13,13,11,12,11,4,4,9,8,3,14,4,13,16,12,13,11,9,11,14,4,16,4,11,13,12,13,14,12,12,13,12,20,12,13,10,11,12,7,10,8,9,14,15,14,9,12,8,1,1,1,16,16,13,13,AM/S R,622,1,1,20,13,13,16,1,1,1,1,1,1,1,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Luc Castaignos,Â£4.05m ,28.0,188.0,Forward - Centre-Forward,right,Gyeongnam FC,37.0,15.0,2.0,2646.0,11.0,3.0,0.0,426.0,51.0,16.0,6.0,3715.0,31.0,14.0,5.0,2639.0,35.0,14.0,0.0,2794.0,21.0,5.0,3.0,1028.0,14.0,0.0,0.0,430.0,36.0,3.0,1.0,1288.0,30.0,4.0,4.0,1824.0,Serie A,8.0,2.0,0.0,498.0,nan,nan,nan,nan
19/6/2011,Kostas Fortounis,36042095,772,10/16/1992,18,0,0,8,0,2000,5174,5750,138,115,1655519,182,69,AM RLC,1,2,3,2,2,3,3,2,3,1,3,12,11,13,8,14,12,9,12,7,8,13,10,8,14,11,13,11,10,12,13,13,14,12,7,14,8,9,12,13,14,11,11,8,14,13,20,10,10,10,6,8,5,10,12,17,19,14,14,20,8,6,1,1,14,20,18,17,20,AM RLC,506,1,1,5,20,17,18,1,1,1,1,14,10,12,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Konstantinos Fortounis,Â£2.25m ,28.0,183.0,Midfielder - Attacking Midfield,both,Olympiacos Piraeus,26.0,1.0,2.0,783.0,30.0,0.0,5.0,1907.0,26.0,3.0,4.0,1665.0,21.0,0.0,1.0,697.0,37.0,10.0,5.0,1653.0,39.0,21.0,17.0,2761.0,40.0,8.0,8.0,3044.0,37.0,11.0,14.0,2475.0,43.0,17.0,16.0,3300.0,Bundesliga,21.0,3.0,4.0,1093.0,6.0,1.0,2.0,228.0
19/6/2011,Julian WieÃmeier,91100203,771,11/4/1992,18,0,0,0,0,4250,5500,5500,136,110,1641611,171,71,AM/S RC,1,3,1,3,3,1,3,5,3,3,2,12,14,14,10,14,8,10,10,3,7,14,6,7,12,12,12,8,13,9,13,12,9,16,9,14,10,16,13,10,12,11,6,16,17,12,20,10,5,10,9,9,4,10,9,17,13,8,11,17,12,12,1,1,14,18,18,1,16,AM/S RC,623,1,1,20,16,1,18,1,1,1,1,1,1,14,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Julian WieÃmeier,Â£720Th. ,27.0,171.0,Midfielder - Attacking Midfield,both,SV Ried,30.0,20.0,0.0,2421.0,24.0,7.0,5.0,1553.0,21.0,1.0,3.0,1367.0,21.0,4.0,2.0,1622.0,31.0,11.0,1.0,1973.0,29.0,15.0,3.0,2526.0,22.0,12.0,6.0,1843.0,38.0,8.0,9.0,2972.0,30.0,10.0,6.0,2146.0,Bundesliga,31.0,10.0,3.0,2318.0,5.0,2.0,0.0,154.0
